Quote,Author
Real life exists only in the present. The future has no meaning.,Leo Tolstoy
"The purpose of real life is to fulfill the law of God, which exists eternally: it always existed, it exists now, and it always will exist.",Leo Tolstoy
"As soon as you go into the future or the past, you go away from God, and you feel lonely, deserted, and enslaved.",Leo Tolstoy
The future does not really exist. It is created by us in the present.,Leo Tolstoy
There is a condition in which a person feels himself the architect of his life. It occurs when he concentrates all his efforts and all his intellect on the present moment.,Leo Tolstoy
"What time could be better than childhood, and what virtues could be better than innocent joyfulness, and the need for love? They are the purest manifestations of life. You should respect every person, but you should respect a child above all, and not destroy the innocent purity of his soul.",Leo Tolstoy
The knowledge we now accept as science interferes with more than it supports the goodness of human life.,Leo Tolstoy
"Astronomy, mechanics, physics, chemistry, and all other sciences together and differently, all study the particular sides of life, but they do not come to any conclusion about the spiritual life of mankind.",Leo Tolstoy
"No matter how great our knowledge may be, it cannot help us fulfill our life’s major purpose—our moral perfection.",Leo Tolstoy
"The voice of conscience makes no mistakes. It wants, not the fulfillment of the animal self, but its denial or sacrifice.",Leo Tolstoy
"The voice of your conscience can always be singled out above the noise of your other wishes, because it always wants something seemingly useless, seemingly senseless, seemingly incomprehensible, but at the same time something actually beautiful and good, which can be achieved only through effort.",Leo Tolstoy
"The real faith attracts people to itself not because it promises goodness to those who believe, but because it is the only escape, not only from all the problems and troubles and misfortunes of our life, but also from the fear of death.",Leo Tolstoy
"If you know that you lack faith, know also that you are in one of the most dangerous situations in this world a person can be in.",Leo Tolstoy
