Quote,Author,Book Title
"When you get ready to die, do not worry about the usual things, like following rituals or taking care of everyday business. Be prepared so that you can die in the best way possible. Use all the mighty influence of those powerful strong minutes of death, when a person exists partially in the other world, and his words and deeds have special power over those who remain in this world.",Leo Tolstoy,
"Very often, all of the activity of the human mind is directed not in revealing the truth, but in hiding the truth. The potential of the human mind to act this way is our major source of temptation.",Leo Tolstoy,
"The court jury has, as its raison d’âtre, the task of preserving society as it exists now, and therefore, it persecutes and executes those who stand higher than the general level of society, and it serves those who are lower than the general level.",Leo Tolstoy,
"If you see that an action is explained by a very sophisticated reasoning, then you can be sure that this action is bad. The decisions of the conscience are always strict and simple.",Leo Tolstoy,
"For the pagan world, a man’s richness indicates his glory and importance; in a truly Christian world, the great wealth of a man is an indication of his weakness and lies.",Leo Tolstoy,
"The possession of great wealth is a school of pride, cruelty, self-admiration, and dissipation.",Leo Tolstoy,
"You should not respect poor people too much, but you should take pity on them. A rich person should not be proud of his wealth; he should be ashamed of it.",Leo Tolstoy,
Life is the understanding of a holy spirit in yourself; a holy spirit which is put into some limits.,Leo Tolstoy,
"Under my feet, there is cold frozen earth; around me huge trees are standing; above my head is the foggy cold sky. I feel my body, I feel my mind occupied with various thoughts. And at the same time I know that all these things, all this frosted cold earth, and the trees, and the sky, and my body, and my thoughts, this is all created by chance, this is a temporary world, the creation of my five senses. The world created by me exists only because I am part of it, and therefore, I separate myself from the world. I know that I could die, but the world will not disappear.",Leo Tolstoy,
"Death will make some changes in me, and while I will not be completely destroyed, I will become another being, separate from this world. Now, at present, I understand myself; then, something different altogether will happen to my inner self. And there can be a limitless number of such beings, which exist separately from this world.",Leo Tolstoy,
Our life is our limited understanding of this eternal and limitless spirit which knows no constraints in time and space and which is not bound by any spatial or timely events.,Leo Tolstoy,
The human conscience is a divine conscience.,Leo Tolstoy,
"Our land, like our character, cannot be the object of buying and selling. Behind the buying and selling of earth is the hidden process of buying and selling a personality.",Leo Tolstoy,
"A person in our society cannot sleep without paying for the place where he sleeps; he has the right to have free air or water or sunlight only when he is on the road. The only right he has is to walk along this road; until he becomes tired, or he cannot walk, he has to continue walking.",Leo Tolstoy,
