Quote,Author,Book Title
"The longer I live, the more I observe that carrying around anger is the most debilitating to the person who bears it.",katharine graham,
"Many people will walk in and out of your life, but only true friends will leave footprints in your heart",eleanor roosevelt,
"We dream to give ourselves hope. To stop dreaming - well, that’s like saying you can never change your fate.",amy tan,The Hundred Secret Senses
"If you have the words, there's always a chance that you'll find the way.",seamus heaney,Stepping Stones: Interviews with Seamus Heaney
"When you trip over love, it is easy to get up. But when you fall in love, it is impossible to stand again.",albert einstein,
"I know not all that may be coming, but be it what it will, I'll go to it laughing.",herman melville,"Moby-Dick or, The Whale"
Do you not see how necessary a world of pains and troubles is to school an intelligence and make it a soul?,john keats,Letters of John Keats
"To do the useful thing, to say the courageous thing, to contemplate the beautiful thing: that is enough for one man's life.",t.s. eliot,The Use of Poetry and the Use of Criticism
Never miss a good chance to shut up.,will rogers,
"You are okay?"" he asked. ""Not eaten by monsters?""
""Not even a little bit."" I showed him that I still had both arms and both legs, and Tyson clapped happily.
""Yay!"" he said. ""Now we can eat peanut butter sandwiches and ride fish ponies! We can fight monsters and see Annabeth and make things go BOOM!""
I hoped he didn't mean all at the same time, but I told him absolutely, we'd have a lot of fun this summer.",rick riordan,The Battle of the Labyrinth
"Usually we walk around constantly believing ourselves. ""I'm okay"" we say. ""I'm alright"". But sometimes the truth arrives on you and you can't get it off. That's when you realize that sometimes it isn't even an answer--it's a question. Even now, I wonder how much of my life is convinced.",markus zusak,The Book Thief
"We sometimes encounter people, even perfect strangers, who begin to interest us at first sight, somehow suddenly, all at once, before a word has been spoken.",fyodor dostoyevsky,Crime and Punishment
"I am beginning to learn that it is the sweet, simple things of life which are the real ones after all.",laura ingalls wilder,
"I write differently from what I speak, I speak differently from what I think, I think differently from the way I ought to think, and so it all proceeds into deepest darkness.",franz kafka,
"A man is but the product of his thoughts. What he thinks, he becomes.",mahatma gandhi,
It stops here. With me and you. It ends with us.,colleen hoover,It Ends with Us
"Your assumptions are your windows on the world. Scrub them off every once in a while, or the light won't come in.",alan alda,
"Demon pox, oh demon pox
Just how is it acquired?
One must go down to the bad part of town
Until one is very tired.
Demon pox, oh demon pox, I had it all along—
Not the pox, you foolish blocks,
I mean this very song—
For I was right, and you were wrong!""

""Will!"" Charlotte shouted over the noise, ""Have you LOST YOUR MIND? CEASE THAT INFERNAL RACKET! Jem—"" 
Jem, rising to his feet, clapped his hands over Will's mouth. ""Do you promise to be quiet?"" he hissed into his friend's ear.
Will nodded, blue eyes blazing. Tessa was staring at him in amazement; they all were. She had seen Will many things—amused, bitter, condescending, angry, pitying—but never giddy before.
Jem let him go. ""All right, then.""
Will slid to the floor, his back against the armchair, and threw up his arms. ""A demon pox on all your houses!"" he announced, and yawned.
""Oh, God, weeks of pox jokes,"" said Jem. ""We're in for it now.",cassandra clare,Clockwork Prince
"Ignite, my love. Ignite.",tahereh mafi,Ignite Me
"I’m on a roller coaster that only goes up, my friend.",john green,The Fault in Our Stars
"I guess that's what saying good-bye is always like--like jumping off an edge. The worst part is making the choice to do it. Once you're in the air, there's nothing you can do but let go.",lauren oliver,Before I Fall
